ID_CELLA;UTM_EST;UTM_NORD
579;573000;4979000
580;577000;4979000
581;581000;4979000
582;585000;4979000
583;589000;4979000
584;593000;4979000
585;597000;4979000
586;601000;4979000
587;605000;4979000
588;609000;4979000
589;613000;4979000
590;617000;4979000
591;621000;4979000
592;625000;4979000
593;629000;4979000
594;633000;4979000
595;637000;4979000
596;641000;4979000
597;645000;4979000
598;649000;4979000
599;653000;4979000
600;657000;4979000
601;661000;4979000
602;665000;4979000
603;669000;4979000
604;673000;4979000
605;677000;4979000
606;681000;4979000
607;685000;4979000
608;689000;4979000
609;693000;4979000
610;697000;4979000
611;457000;4983000
612;461000;4983000
613;465000;4983000
614;469000;4983000
615;473000;4983000
616;477000;4983000
617;481000;4983000
618;485000;4983000
619;489000;4983000
620;493000;4983000
621;497000;4983000
622;501000;4983000
623;505000;4983000
624;509000;4983000
625;513000;4983000
626;517000;4983000
627;521000;4983000
628;525000;4983000
629;529000;4983000
630;533000;4983000
631;537000;4983000
632;541000;4983000
633;545000;4983000
634;549000;4983000
635;553000;4983000
636;557000;4983000
637;561000;4983000
638;565000;4983000
639;569000;4983000
640;573000;4983000
641;577000;4983000
642;581000;4983000
643;585000;4983000
644;589000;4983000
645;593000;4983000
646;597000;4983000
647;601000;4983000
648;605000;4983000
649;609000;4983000
650;613000;4983000
651;617000;4983000
652;621000;4983000
653;625000;4983000
654;629000;4983000
655;633000;4983000
656;637000;4983000
657;641000;4983000
658;645000;4983000
659;649000;4983000
660;653000;4983000
661;657000;4983000
662;661000;4983000
663;665000;4983000
664;669000;4983000
665;673000;4983000
666;677000;4983000
667;681000;4983000
668;685000;4983000
669;689000;4983000
670;693000;4983000
671;697000;4983000
672;457000;4987000
673;461000;4987000
674;465000;4987000
675;469000;4987000
676;473000;4987000
677;477000;4987000
678;481000;4987000
679;485000;4987000
680;489000;4987000
681;493000;4987000
682;497000;4987000
683;501000;4987000
684;505000;4987000
685;509000;4987000
686;513000;4987000
687;517000;4987000
688;521000;4987000
689;525000;4987000
690;529000;4987000
691;533000;4987000
692;537000;4987000
693;541000;4987000
694;545000;4987000
695;549000;4987000
696;553000;4987000
697;557000;4987000
698;561000;4987000
699;565000;4987000
700;569000;4987000
701;573000;4987000
702;577000;4987000
703;581000;4987000
704;585000;4987000
705;589000;4987000
706;593000;4987000
707;597000;4987000
708;601000;4987000
709;605000;4987000
710;609000;4987000
711;613000;4987000
712;617000;4987000
713;621000;4987000
714;625000;4987000
715;629000;4987000
716;633000;4987000
717;637000;4987000
718;641000;4987000
719;645000;4987000
720;649000;4987000
721;653000;4987000
722;657000;4987000
723;661000;4987000
724;665000;4987000
725;669000;4987000
726;673000;4987000
727;677000;4987000
728;681000;4987000
729;685000;4987000
730;689000;4987000
731;693000;4987000
732;697000;4987000
733;457000;4991000
734;461000;4991000
735;465000;4991000
736;469000;4991000
737;473000;4991000
738;477000;4991000
739;481000;4991000
740;485000;4991000
741;489000;4991000
742;493000;4991000
743;497000;4991000
744;501000;4991000
745;505000;4991000
746;509000;4991000
747;513000;4991000
748;517000;4991000
749;521000;4991000
750;525000;4991000
751;529000;4991000
752;533000;4991000
753;537000;4991000
754;541000;4991000
755;545000;4991000
756;549000;4991000
757;553000;4991000
758;557000;4991000
759;561000;4991000
760;565000;4991000
761;569000;4991000
762;573000;4991000
763;577000;4991000
764;581000;4991000
765;585000;4991000
766;589000;4991000
767;593000;4991000
768;597000;4991000
769;601000;4991000
770;605000;4991000
771;609000;4991000
772;613000;4991000
773;617000;4991000
774;621000;4991000
775;625000;4991000
776;629000;4991000
777;633000;4991000
778;637000;4991000
779;641000;4991000
780;645000;4991000
781;649000;4991000
782;653000;4991000
783;657000;4991000
784;661000;4991000
785;665000;4991000
786;669000;4991000
787;673000;4991000
788;677000;4991000
789;681000;4991000
790;685000;4991000
791;689000;4991000
792;693000;4991000
793;697000;4991000
794;457000;4995000
795;461000;4995000
796;465000;4995000
797;469000;4995000
798;473000;4995000
799;477000;4995000
800;481000;4995000
801;485000;4995000
802;489000;4995000
803;493000;4995000
804;497000;4995000
805;501000;4995000
806;505000;4995000
807;509000;4995000
808;513000;4995000
809;517000;4995000
810;521000;4995000
811;525000;4995000
812;529000;4995000
813;533000;4995000
814;537000;4995000
815;541000;4995000
816;545000;4995000
817;549000;4995000
818;553000;4995000
819;557000;4995000
820;561000;4995000
821;565000;4995000
822;569000;4995000
823;573000;4995000
824;577000;4995000
825;581000;4995000
826;585000;4995000
827;589000;4995000
828;593000;4995000
829;597000;4995000
830;601000;4995000
831;605000;4995000
832;609000;4995000
833;613000;4995000
834;617000;4995000
835;621000;4995000
836;625000;4995000
837;629000;4995000
838;633000;4995000
839;637000;4995000
840;641000;4995000
841;645000;4995000
842;649000;4995000
843;653000;4995000
844;657000;4995000
845;661000;4995000
846;665000;4995000
847;669000;4995000
848;673000;4995000
849;677000;4995000
850;681000;4995000
851;685000;4995000
852;689000;4995000
853;693000;4995000
854;697000;4995000
855;457000;4999000
856;461000;4999000
857;465000;4999000
858;469000;4999000
859;473000;4999000
860;477000;4999000
861;481000;4999000
862;485000;4999000
863;489000;4999000
864;493000;4999000
865;497000;4999000
866;501000;4999000
867;505000;4999000
868;509000;4999000
869;513000;4999000
870;517000;4999000
871;521000;4999000
872;525000;4999000
873;529000;4999000
874;533000;4999000
875;537000;4999000
876;541000;4999000
877;545000;4999000
878;549000;4999000
879;553000;4999000
880;557000;4999000
881;561000;4999000
882;565000;4999000
883;569000;4999000
884;573000;4999000
885;577000;4999000
886;581000;4999000
887;585000;4999000
888;589000;4999000
889;593000;4999000
890;597000;4999000
891;601000;4999000
892;605000;4999000
893;609000;4999000
894;613000;4999000
895;617000;4999000
896;621000;4999000
897;625000;4999000
898;629000;4999000
899;633000;4999000
900;637000;4999000
901;641000;4999000
902;645000;4999000
903;649000;4999000
904;653000;4999000
905;657000;4999000
906;661000;4999000
907;665000;4999000
908;669000;4999000
909;673000;4999000
910;677000;4999000
911;681000;4999000
912;685000;4999000
913;689000;4999000
914;693000;4999000
915;697000;4999000
916;457000;5003000
917;461000;5003000
918;465000;5003000
919;469000;5003000
920;473000;5003000
921;477000;5003000
922;481000;5003000
923;485000;5003000
924;489000;5003000
925;493000;5003000
926;497000;5003000
927;501000;5003000
928;505000;5003000
929;509000;5003000
930;513000;5003000
931;517000;5003000
932;521000;5003000
933;525000;5003000
934;529000;5003000
935;533000;5003000
936;537000;5003000
937;541000;5003000
938;545000;5003000
939;549000;5003000
940;553000;5003000
941;557000;5003000
942;561000;5003000
943;565000;5003000
944;569000;5003000
945;573000;5003000
946;577000;5003000
947;581000;5003000
948;585000;5003000
949;589000;5003000
950;593000;5003000
951;597000;5003000
952;601000;5003000
953;605000;5003000
954;609000;5003000
955;613000;5003000
956;617000;5003000
957;621000;5003000
958;625000;5003000
959;629000;5003000
960;633000;5003000
961;637000;5003000
962;641000;5003000
963;645000;5003000
964;649000;5003000
965;653000;5003000
966;657000;5003000
967;661000;5003000
968;665000;5003000
969;669000;5003000
970;673000;5003000
971;677000;5003000
972;681000;5003000
973;685000;5003000
974;689000;5003000
975;693000;5003000
976;697000;5003000
977;457000;5007000
978;461000;5007000
979;465000;5007000
980;469000;5007000
981;473000;5007000
982;477000;5007000
983;481000;5007000
984;485000;5007000
985;489000;5007000
986;493000;5007000
987;497000;5007000
988;501000;5007000
989;505000;5007000
990;509000;5007000
991;513000;5007000
992;517000;5007000
993;521000;5007000
994;525000;5007000
995;529000;5007000
996;533000;5007000
997;537000;5007000
998;541000;5007000
999;545000;5007000
1000;549000;5007000
1001;553000;5007000
1002;557000;5007000
1003;561000;5007000
1004;565000;5007000
1005;569000;5007000
1006;573000;5007000
1007;577000;5007000
1008;581000;5007000
1009;585000;5007000
1010;589000;5007000
1011;593000;5007000
1012;597000;5007000
1013;601000;5007000
1014;605000;5007000
1015;609000;5007000
1016;613000;5007000
1017;617000;5007000
1018;621000;5007000
1019;625000;5007000
1020;629000;5007000
1021;633000;5007000
1022;637000;5007000
1023;641000;5007000
1024;645000;5007000
1025;649000;5007000
1026;653000;5007000
1027;657000;5007000
1028;661000;5007000
1029;665000;5007000
1030;669000;5007000
1031;673000;5007000
1032;677000;5007000
1033;681000;5007000
1034;685000;5007000
1035;689000;5007000
1036;693000;5007000
1037;697000;5007000
1038;457000;5011000
1039;461000;5011000
1040;465000;5011000
1041;469000;5011000
1042;473000;5011000
1043;477000;5011000
1044;481000;5011000
1045;485000;5011000
1046;489000;5011000
1047;493000;5011000
1048;497000;5011000
1049;501000;5011000
1050;505000;5011000
1051;509000;5011000
1052;513000;5011000
1053;517000;5011000
1054;521000;5011000
1055;525000;5011000
1056;529000;5011000
1057;533000;5011000
1058;537000;5011000
1059;541000;5011000
1060;545000;5011000
1061;549000;5011000
1062;553000;5011000
1063;557000;5011000
1064;561000;5011000
1065;565000;5011000
1066;569000;5011000
1067;573000;5011000
1068;577000;5011000
1069;581000;5011000
1070;585000;5011000
1071;589000;5011000
1072;593000;5011000
1073;597000;5011000
1074;601000;5011000
1075;605000;5011000
1076;609000;5011000
1077;613000;5011000
1078;617000;5011000
1079;621000;5011000
1080;625000;5011000
1081;629000;5011000
1082;633000;5011000
1083;637000;5011000
1084;641000;5011000
1085;645000;5011000
1086;649000;5011000
1087;653000;5011000
1088;657000;5011000
1089;661000;5011000
1090;665000;5011000
1091;669000;5011000
1092;673000;5011000
1093;677000;5011000
1094;681000;5011000
1095;685000;5011000
1096;689000;5011000
1097;693000;5011000
1098;697000;5011000
1099;457000;5015000
1100;461000;5015000
1101;465000;5015000
1102;469000;5015000
1103;473000;5015000
1104;477000;5015000
1105;481000;5015000
1106;485000;5015000
1107;489000;5015000
1108;493000;5015000
1109;497000;5015000
1110;501000;5015000
1111;505000;5015000
1112;509000;5015000
1113;513000;5015000
1114;517000;5015000
1115;521000;5015000
1116;525000;5015000
1117;529000;5015000
1118;533000;5015000
1119;537000;5015000
1120;541000;5015000
1121;545000;5015000
1122;549000;5015000
1123;553000;5015000
1124;557000;5015000
1125;561000;5015000
1126;565000;5015000
1127;569000;5015000
1128;573000;5015000
1129;577000;5015000
1130;581000;5015000
1131;585000;5015000
1132;589000;5015000
1133;593000;5015000
1134;597000;5015000
1135;601000;5015000
1136;605000;5015000
1137;609000;5015000
1138;613000;5015000
1139;617000;5015000
1140;621000;5015000
1141;625000;5015000
1142;629000;5015000
1143;633000;5015000
1144;637000;5015000
1145;641000;5015000
1146;645000;5015000
1147;649000;5015000
1148;653000;5015000
1149;657000;5015000
1150;661000;5015000
1151;665000;5015000
1152;669000;5015000
1153;673000;5015000
1154;677000;5015000
1155;681000;5015000
1156;685000;5015000
1157;689000;5015000
1158;693000;5015000
1159;697000;5015000
1160;457000;5019000
1161;461000;5019000
1162;465000;5019000
1163;469000;5019000
1164;473000;5019000
1165;477000;5019000
1166;481000;5019000
1167;485000;5019000
1168;489000;5019000
1169;493000;5019000
1170;497000;5019000
1171;501000;5019000
1172;505000;5019000
1173;509000;5019000
1174;513000;5019000
1175;517000;5019000
1176;521000;5019000
1177;525000;5019000
1178;529000;5019000
1179;533000;5019000
1180;537000;5019000
1181;541000;5019000
1182;545000;5019000
1183;549000;5019000
1184;553000;5019000
1185;557000;5019000
1186;561000;5019000
1187;565000;5019000
1188;569000;5019000
1189;573000;5019000
1190;577000;5019000
1191;581000;5019000
1192;585000;5019000
1193;589000;5019000
1194;593000;5019000
1195;597000;5019000
1196;601000;5019000
1197;605000;5019000
1198;609000;5019000
1199;613000;5019000
1200;617000;5019000
1201;621000;5019000
1202;625000;5019000
1203;629000;5019000
1204;633000;5019000
1205;637000;5019000
1206;641000;5019000
1207;645000;5019000
1208;649000;5019000
1209;653000;5019000
1210;657000;5019000
1211;661000;5019000
1212;665000;5019000
1213;669000;5019000
1214;673000;5019000
1215;677000;5019000
1216;681000;5019000
1217;685000;5019000
1218;689000;5019000
1219;693000;5019000
1220;697000;5019000
1221;457000;5023000
1222;461000;5023000
1223;465000;5023000
1224;469000;5023000
1225;473000;5023000
1226;477000;5023000
1227;481000;5023000
1228;485000;5023000
1229;489000;5023000
1230;493000;5023000
1231;497000;5023000
1232;501000;5023000
1233;505000;5023000
1234;509000;5023000
1235;513000;5023000
1236;517000;5023000
1237;521000;5023000
1238;525000;5023000
1239;529000;5023000
1240;533000;5023000
1241;537000;5023000
1242;541000;5023000
1243;545000;5023000
1244;549000;5023000
1245;553000;5023000
1246;557000;5023000
1247;561000;5023000
1248;565000;5023000
1249;569000;5023000
1250;573000;5023000
1251;577000;5023000
1252;581000;5023000
1253;585000;5023000
1254;589000;5023000
1255;593000;5023000
1256;597000;5023000
1257;601000;5023000
1258;605000;5023000
1259;609000;5023000
1260;613000;5023000
1261;617000;5023000
1262;621000;5023000
1263;625000;5023000
1264;629000;5023000
1265;633000;5023000
1266;637000;5023000
1267;641000;5023000
1268;645000;5023000
1269;649000;5023000
1270;653000;5023000
1271;657000;5023000
1272;661000;5023000
1273;665000;5023000
1274;669000;5023000
1275;673000;5023000
1276;677000;5023000
1277;681000;5023000
1278;685000;5023000
1279;689000;5023000
1280;693000;5023000
1281;697000;5023000
1282;457000;5027000
1283;461000;5027000
1284;465000;5027000
1285;469000;5027000
1286;473000;5027000
1287;477000;5027000
1288;481000;5027000
1289;485000;5027000
1290;489000;5027000
1291;493000;5027000
1292;497000;5027000
1293;501000;5027000
1294;505000;5027000
1295;509000;5027000
1296;513000;5027000
1297;517000;5027000
1298;521000;5027000
1299;525000;5027000
1300;529000;5027000
1301;533000;5027000
1302;537000;5027000
1303;541000;5027000
1304;545000;5027000
1305;549000;5027000
1306;553000;5027000
1307;557000;5027000
1308;561000;5027000
1309;565000;5027000
1310;569000;5027000
1311;573000;5027000
1312;577000;5027000
1313;581000;5027000
1314;585000;5027000
1315;589000;5027000
1316;593000;5027000
1317;597000;5027000
1318;601000;5027000
1319;605000;5027000
1320;609000;5027000
1321;613000;5027000
1322;617000;5027000
1323;621000;5027000
1324;625000;5027000
1325;629000;5027000
1326;633000;5027000
1327;637000;5027000
1328;641000;5027000
1329;645000;5027000
1330;649000;5027000
1331;653000;5027000
1332;657000;5027000
1333;661000;5027000
1334;665000;5027000
1335;669000;5027000
1336;673000;5027000
1337;677000;5027000
1338;681000;5027000
1339;685000;5027000
1340;689000;5027000
1341;693000;5027000
1342;697000;5027000
1343;457000;5031000
1344;461000;5031000
1345;465000;5031000
1346;469000;5031000
1347;473000;5031000
1348;477000;5031000
1349;481000;5031000
1350;485000;5031000
1351;489000;5031000
1352;493000;5031000
1353;497000;5031000
1354;501000;5031000
1355;505000;5031000
1356;509000;5031000
1357;513000;5031000
1358;517000;5031000
1359;521000;5031000
1360;525000;5031000
1361;529000;5031000
1362;533000;5031000
1363;537000;5031000
1364;541000;5031000
1365;545000;5031000
1366;549000;5031000
1367;553000;5031000
1368;557000;5031000
1369;561000;5031000
1370;565000;5031000
1371;569000;5031000
1372;573000;5031000
1373;577000;5031000
1374;581000;5031000
1375;585000;5031000
1376;589000;5031000
1377;593000;5031000
1378;597000;5031000
1379;601000;5031000
1380;605000;5031000
1381;609000;5031000
1382;613000;5031000
1383;617000;5031000
1384;621000;5031000
1385;625000;5031000
1386;629000;5031000
1387;633000;5031000
1388;637000;5031000
1389;641000;5031000
1390;645000;5031000
1391;649000;5031000
1392;653000;5031000
1393;657000;5031000
1394;661000;5031000
1395;665000;5031000
1396;669000;5031000
1397;673000;5031000
1398;677000;5031000
1399;681000;5031000
1400;685000;5031000
1401;689000;5031000
1402;693000;5031000
1403;697000;5031000
1404;457000;5035000
1405;461000;5035000
1406;465000;5035000
1407;469000;5035000
1408;473000;5035000
1409;477000;5035000
1410;481000;5035000
1411;485000;5035000
1412;489000;5035000
1413;493000;5035000
1414;497000;5035000
1415;501000;5035000
1416;505000;5035000
1417;509000;5035000
1418;513000;5035000
1419;517000;5035000
1420;521000;5035000
1421;525000;5035000
1422;529000;5035000
1423;533000;5035000
1424;537000;5035000
1425;541000;5035000
1426;545000;5035000
1427;549000;5035000
1428;553000;5035000
1429;557000;5035000
1430;561000;5035000
1431;565000;5035000
1432;569000;5035000
1433;573000;5035000
1434;577000;5035000
1435;581000;5035000
1436;585000;5035000
1437;589000;5035000
1438;593000;5035000
1439;597000;5035000
1440;601000;5035000
1441;605000;5035000
1442;609000;5035000
1443;613000;5035000
1444;617000;5035000
1445;621000;5035000
1446;625000;5035000
1447;629000;5035000
1448;633000;5035000
1449;637000;5035000
1450;641000;5035000
1451;645000;5035000
1452;649000;5035000
1453;653000;5035000
1454;657000;5035000
1455;661000;5035000
1456;665000;5035000
1457;669000;5035000
1458;673000;5035000
1459;677000;5035000
1460;681000;5035000
1461;685000;5035000
1462;689000;5035000
1463;693000;5035000
1464;697000;5035000
1465;457000;5039000
1466;461000;5039000
1467;465000;5039000
1468;469000;5039000
1469;473000;5039000
1470;477000;5039000
1471;481000;5039000
1472;485000;5039000
1473;489000;5039000
1474;493000;5039000
1475;497000;5039000
1476;501000;5039000
1477;505000;5039000
1478;509000;5039000
1479;513000;5039000
1480;517000;5039000
1481;521000;5039000
1482;525000;5039000
1483;529000;5039000
1484;533000;5039000
1485;537000;5039000
1486;541000;5039000
1487;545000;5039000
1488;549000;5039000
1489;553000;5039000
1490;557000;5039000
1491;561000;5039000
1492;565000;5039000
